unique_id,ds,y,Open,High,Low,Close,Volume,SMA_7,SMA_30,RSI_14,MACD,BB_Width,Volume_Zscore,Pct_Change,log_return,log_return_lag1,log_return_lag2,rolling_vol_5,rolling_vol_20,trend_up,strong_momentum,range_20,pos_in_range,abs_return,intraday_range,ATR_14,SP500_Close,SP500_log_return,SP500_SMA_30,SP500_RSI_14,DXY_Close,DXY_Log_Return,VIX_Close,GPRD,GPRD_ACT,GPRD_THREAT,GPRD_MA7,GPRD_MA30,direction_change,CPI,Unemployment_Rate,Fed_Funds_Rate,IPI,M2,M1,Consumer_Sentiment,1Y_Treasury_Rate,Housing_Starts,House_Price_Index,GDP_Quarterly,Net_Exports_GS,Balance_Trade
silver,2000-07-25,-0.043,4.985,5.055,4.98,5.033,8570.0,5.027428571,5.028666667,48.96755162,-0.005051167434,0.1378100905,-0.1989390017,0.9021651965,0.008981199976,0.003615187709,-0.01398624197,0.1481129043,0.1076798013,1,0,0.185,0.5297297297,0.045,0.075,0.05157142857,1474.47,0.006928119832,1472.762333,59.14389328,108.34,-0.002581122377,19.39,50.43,87.98,26.21,49.81,51.49,1,172.7,4.0,6.54,92.8373,4791.3,1103.5,108.3,6.08,1463,237.86,14145.312,-393.867,-31252
silver,2000-07-26,0.015,5.035,5.04,4.975,4.99,6390.0,5.016714286,5.026933333,41.46341463,-0.007423469752,0.1365678547,-0.6657064969,-0.854361216,-0.008580318031,0.008981199976,0.003615187709,0.1499994385,0.1110360929,0,0,0.185,0.2972972973,0.043,0.065,0.05264285714,1452.42,-0.01506747241,1472.195,48.72011082,108.07,-0.002495264915,19.67,39.0,33.33,37.07,46.38,51.37,-1,172.7,4.0,6.54,92.8373,4791.3,1103.5,108.3,6.08,1463,237.86,14145.312,-393.867,-31252
silver,2000-07-27,-0.005,5.0,5.04,4.99,5.005,3510.0,5.007714286,5.026266667,46.15384615,-0.008000932027,0.1219385523,-1.280685576,0.3006012024,0.003001503004,-0.008580318031,0.008981199976,0.1510718013,0.1095396383,1,0,0.17,0.3235294118,0.015,0.05,0.053,1449.62,-0.001929677654,1471.497667,40.01364256,108.86,0.007283487691,19.6,74.02,57.98,79.14,47.59,52.3,1,172.7,4.0,6.54,92.8373,4791.3,1103.5,108.3,6.08,1463,237.86,14145.312,-393.867,-31252
silver,2000-07-28,0.038,5.005,5.025,4.995,5.0,6490.0,5.003714286,5.023266667,42.40687679,-0.008761041422,0.1191549191,-0.4303241724,-0.0999000999,-0.0009995003331,0.003001503004,-0.008580318031,0.1035250328,0.1074835447,0,0,0.17,0.2941176471,0.005,0.03,0.05285714286,1419.89,-0.0207220493,1469.536333,33.89771742,109.73,0.007960149997,20.84,38.83,23.82,49.68,49.87,51.54,-1,172.7,4.0,6.54,92.8373,4791.3,1103.5,108.3,6.08,1463,237.86,14145.312,-393.867,-31252
silver,2000-07-31,-0.01,5.01,5.04,4.99,5.038,5120.0,5.003428571,5.021966667,54.06976744,-0.006225388766,0.1166551373,-0.7649230758,0.76,0.007571265496,-0.0009995003331,0.003001503004,0.1127311271,0.09901252211,1,0,0.16,0.55,0.038,0.05,0.0525,1430.83,0.00767529165,1468.415333,35.99843339,109.54,-0.001733023647,20.74,47.8,36.65,55.03,50.83,50.71,1,172.7,4.0,6.54,92.8373,4791.3,1103.5,108.3,6.08,1463,237.86,14145.312,-393.867,-31252
silver,2000-08-01,-0.005,5.035,5.045,5.01,5.028,3080.0,5.011714286,5.020066667,50.73313783,-0.004965542512,0.1054464194,-1.230670004,-0.1984914649,-0.001986887202,0.007571265496,-0.0009995003331,0.09547961534,0.0972899438,1,0,0.14,0.5571428571,0.01,0.035,0.05071428571,1438.1,0.005068102436,1466.818667,34.24350425,110.54,0.00908766705,20.55,55.65,58.74,54.44,51.57,51.33,-1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-02,-0.018,5.03,5.04,5.01,5.023,5980.0,5.016714286,5.0194,48.96755162,-0.0043207565,0.1048098027,-0.4057525158,-0.09944311854,-0.0009949259601,-0.001986887202,0.007571265496,0.06328944759,0.09269369796,1,0,0.14,0.5214285714,0.005,0.03,0.04928571429,1438.7,0.0004171301507,1465.577,33.35469588,110.52,-0.0001809463499,20.0,55.11,40.48,62.71,53.88,52.07,-1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-03,-0.062,5.03,5.03,4.99,5.005,17530.0,5.012714286,5.0184,43.32344214,-0.00520224032,0.1033338993,2.291952678,-0.3583515827,-0.003589952001,-0.0009949259601,-0.001986887202,0.0692629064,0.09285577701,0,0,0.14,0.3928571429,0.018,0.04,0.04821428571,1452.56,0.009587588919,1464.691333,33.24579832,111.06,0.004874095758,19.99,45.49,73.7,23.64,49.8,51.33,-1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-04,0.027,5.005,5.01,4.925,4.943,7290.0,5.006,5.0175,34.11458333,-0.0107794457,0.1256729255,-0.2000855269,-1.238761239,-0.01246497844,-0.003589952001,-0.0009949259601,0.1134315692,0.1015818132,0,0,0.165,0.1090909091,0.062,0.085,0.05142857143,1462.93,0.007113757023,1465.049667,36.87782805,110.94,-0.001081081186,18.62,55.8,40.99,73.26,52.22,50.59,-1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-07,-0.035,4.943,4.975,4.94,4.97,11430.0,5.001,5.017233333,37.99019608,-0.01287236222,0.1289260906,0.7773266026,0.5462269877,0.005447405784,-0.01246497844,-0.003589952001,0.1022462654,0.1026539367,0,0,0.165,0.2727272727,0.027,0.035,0.05178571429,1479.32,0.01114124873,1466.311,46.0134911,110.81,-0.001172491679,19.03,35.53,23.62,39.4,41.88,47.58,1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-08,-0.017,4.985,5.0,4.915,4.935,8690.0,4.991714286,5.016466667,38.46153846,-0.01715744083,0.1476405307,0.09489200558,-0.7042253521,-0.007067167223,0.005447405784,-0.01246497844,0.1062411081,0.1013044198,0,0,0.175,0.1142857143,0.035,0.085,0.05428571429,1482.8,0.002349669562,1467.227333,50.2433936,111.3,0.004412235333,18.79,73.07,62.44,86.8,44.36,48.43,-1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-09,0.007,4.945,4.945,4.895,4.918,6440.0,4.974571429,5.014233333,35.04901961,-0.02167529512,0.1691204491,-0.4422134139,-0.3444782168,-0.003450729091,-0.007067167223,0.005447405784,0.1036513511,0.1009275065,0,0,0.195,0.1179487179,0.017,0.05,0.055,1472.87,-0.00671931397,1467.971333,43.27925154,111.37,0.0006287331235,19.18,59.21,80.77,36.28,44.95,48.26,-1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-10,0.02,4.92,4.94,4.9,4.925,5960.0,4.959857143,5.013133333,43.47826087,-0.02440950808,0.1823167862,-0.542926904,0.1423342822,0.00142233083,-0.003450729091,-0.007067167223,0.1114042951,0.1009371227,0,0,0.195,0.1538461538,0.007,0.04,0.05142857143,1460.25,-0.008605224386,1468.152333,43.99831447,110.89,-0.00431927244,19.19,56.88,59.4,54.05,46.58,48.63,1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-11,-0.037,4.925,4.965,4.925,4.945,6760.0,4.948714286,5.011666667,43.80403458,-0.02467808509,0.1827890357,-0.338606164,0.4060913706,0.004052690451,0.00142233083,-0.003450729091,0.0832243726,0.1009932791,1,0,0.195,0.2564102564,0.02,0.04,0.05071428571,1471.84,0.007905664808,1469.134,52.33298313,111.21,0.002881586866,18.55,38.31,29.38,39.21,44.08,48.77,1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-14,-0.025,4.95,4.955,4.895,4.908,8450.0,4.934857143,5.006666667,31.56342183,-0.02755884389,0.1866716791,0.02590489726,-0.7482305359,-0.007510438226,0.004052690451,0.00142233083,0.08140591592,0.1023052752,0,0,0.19,0.06842105263,0.037,0.06,0.04964285714,1491.56,0.01330923338,1470.366,54.98686898,111.14,-0.000629637979,17.88,41.76,48.56,52.08,48.94,46.74,-1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-15,-0.008,4.905,4.915,4.875,4.883,10670.0,4.926285714,5.0,33.33333333,-0.03149608974,0.1931320792,0.5592480497,-0.5093724531,-0.005106741769,-0.007510438226,0.004052690451,0.07546592092,0.1027037978,0,0,0.195,0.04102564103,0.025,0.04,0.04785714286,1484.43,-0.004791691936,1470.862333,60.23141341,110.51,-0.005684653251,17.98,67.06,66.85,61.34,48.08,48.19,-1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-16,0.008,4.89,4.915,4.87,4.875,6890.0,4.912714286,4.9945,29.29936306,-0.03486007336,0.2081736118,-0.3564379946,-0.1638337088,-0.00163968063,-0.005106741769,-0.007510438226,0.07454143507,0.1001733595,0,0,0.185,0.02702702703,0.008,0.045,0.0475,1479.85,-0.003090128898,1471.983,59.55375766,110.26,-0.002264801439,18.02,57.11,45.55,61.74,47.78,48.2,-1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-17,-0.028,4.885,4.915,4.875,4.883,8680.0,4.905285714,4.988833333,31.54574132,-0.03646023063,0.2117471183,0.2495219682,0.1641025641,0.00163968063,-0.00163968063,-0.005106741769,0.07513892843,0.09982047845,0,0,0.185,0.07027027027,0.008,0.04,0.04821428571,1496.07,0.01090093861,1473.296333,76.32342778,110.12,-0.001270532887,17.48,39.47,41.97,43.76,45.3,48.45,1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-18,0.013,4.89,4.89,4.845,4.855,4320.0,4.896285714,4.9829,20.19543974,-0.03953203213,0.2326144314,-1.012862502,-0.5734179807,-0.005750683336,0.00163968063,-0.00163968063,0.05803282226,0.09004979627,0,0,0.21,0.04761904762,0.028,0.045,0.04785714286,1491.72,-0.002911853292,1473.723667,72.04402288,111.07,0.008589952905,17.05,32.45,21.57,40.47,44.46,47.43,-1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-21,-0.02,4.86,4.87,4.855,4.868,8200.0,4.888142857,4.976733333,24.19354839,-0.04045116969,0.2438550044,0.2133003709,0.2677651905,0.002674073382,-0.005750683336,0.00163968063,0.06059587589,0.08944637128,0,0,0.21,0.1095238095,0.013,0.015,0.04642857143,1499.48,0.005188564729,1474.519,72.14285714,111.5,0.003863957721,17.35,46.71,7.16,71.7,43.47,46.0,1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-22,-0.05,4.865,4.865,4.835,4.848,14170.0,4.874285714,4.971333333,23.07692308,-0.04230575132,0.2478942899,1.81749302,-0.4108463435,-0.004116926358,0.002674073382,-0.005750683336,0.05734512005,0.08135601382,0,0,0.21,0.0619047619,0.02,0.03,0.04664285714,1498.13,-0.0009007176326,1475.094,71.32400431,111.79,0.002597520382,17.47,46.96,14.41,66.08,40.6,46.68,-1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-23,0.062,4.84,4.855,4.78,4.798,14500.0,4.858571429,4.963833333,21.00840336,-0.04726525828,0.2747761577,1.66057144,-1.031353135,-0.01036708435,-0.004116926358,0.002674073382,0.08572228152,0.08352815635,0,0,0.265,0.0679245283,0.05,0.075,0.04914285714,1505.97,0.005219545154,1475.529,70.02925073,111.45,-0.00304605145,17.38,45.92,30.52,56.01,39.0,46.29,-1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-24,0.035,4.8,4.865,4.775,4.86,13220.0,4.855285714,4.958166667,38.37535014,-0.04566640751,0.2732275705,1.198287603,1.292205085,0.01283927349,-0.01036708435,-0.004116926358,0.1430986439,0.09742502243,1,0,0.27,0.3148148148,0.062,0.09,0.0495,1508.31,0.00155260989,1475.944667,68.10853951,111.22,-0.002065838072,17.04,45.18,33.78,46.97,39.81,46.11,1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-25,0.04,4.86,4.93,4.86,4.895,10730.0,4.858142857,4.953,39.7260274,-0.04110130896,0.2651054209,0.4844325435,0.7201646091,0.00717583807,0.01283927349,-0.01036708435,0.1451564704,0.1021557281,1,0,0.27,0.4444444444,0.035,0.07,0.052,1506.45,-0.001233929226,1475.827,62.24609551,111.36,0.001257974827,16.53,50.92,41.8,54.79,42.45,46.51,1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-28,0.012,4.9,4.94,4.9,4.935,13820.0,4.865571429,4.948666667,50.0,-0.03386539062,0.241504059,1.176272517,0.8171603677,0.008138396903,0.00717583807,0.01283927349,0.1525992725,0.1028091006,1,0,0.27,0.5925925926,0.04,0.04,0.04914285714,1514.09,0.005058708901,1475.947,63.61263378,111.42,0.0005386480066,16.54,100.5,112.22,93.6,54.63,46.9,1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-29,0.038,4.93,4.955,4.905,4.947,16800.0,4.878714286,4.944633333,53.97260274,-0.02685302849,0.2194480157,1.756364184,0.2431610942,0.00242865936,0.008138396903,0.00717583807,0.1406973144,0.103458332,1,0,0.265,0.6490566038,0.012,0.05,0.04914285714,1509.84,-0.002810913479,1476.483667,66.91990847,112.17,0.006708733064,16.89,50.46,21.56,65.94,55.13,47.35,1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-30,0.06,5.015,5.015,4.962,4.985,21900.0,4.895428571,4.9432,57.57575758,-0.01802165613,0.205283783,2.430996205,0.7681423085,0.007652071168,0.00242865936,0.008138396903,0.05867895031,0.1077208811,1,0,0.255,0.8235294118,0.038,0.053,0.05114285714,1502.59,-0.004813399148,1477.171333,70.37928379,112.11,-0.0005350454916,17.69,58.01,48.7,60.93,56.85,47.69,1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-08-31,0.002,4.985,5.085,4.98,5.045,5110.0,4.923571429,4.943366667,61.46788991,-0.006110789966,0.2233504681,-1.14690196,1.203610832,0.01196425039,0.007652071168,0.00242865936,0.05393819332,0.1154452675,1,0,0.31,0.8709677419,0.06,0.105,0.05578571429,1517.68,0.009992567262,1477.908333,71.34475694,112.59,0.00427236965,16.84,42.07,50.33,32.65,56.41,47.24,1,172.7,4.1,6.5,92.591,4819.5,1100.2,107.3,6.18,1541,237.86,14145.312,-393.867,-29931
silver,2000-09-01,-0.007,5.045,5.055,5.025,5.047,7000.0,4.959142857,4.945933333,67.33167082,0.003450268025,0.2532479542,-0.7162084053,0.0396432111,0.0003963535526,0.01196425039,0.007652071168,0.0740178073,0.1049925631,1,0,0.31,0.8774193548,0.002,0.03,0.05364285714,1520.77,0.002033932476,1479.261,66.09366391,111.48,-0.009907699201,17.53,45.34,30.13,55.29,55.61,46.92,1,173.6,3.9,6.52,92.9827,4855.3,1099.7,106.8,6.13,1507,237.86,14145.312,-393.867,-33333
silver,2000-09-05,-0.013,5.04,5.05,5.01,5.04,6000.0,4.984857143,4.947666667,70.49608355,0.01034340157,0.272747811,-0.8634280493,-0.1386962552,-0.001387925275,0.0003963535526,0.01196425039,0.08732064925,0.1039865092,1,0,0.31,0.8548387097,0.007,0.04,0.05364285714,1507.08,-0.009042781702,1480.687333,61.63806392,112.25,0.006883324009,19.82,52.97,77.45,29.37,50.45,48.95,-1,173.6,3.9,6.52,92.9827,4855.3,1099.7,106.8,6.13,1507,237.86,14145.312,-393.867,-33333
silver,2000-09-06,-0.045,5.04,5.045,5.02,5.027,12360.0,5.003714286,4.947466667,69.58762887,0.01458909422,0.2890078127,0.4961782098,-0.2579365079,-0.002582697373,-0.001387925275,0.0003963535526,0.1000792197,0.1007110376,0,0,0.31,0.8129032258,0.013,0.025,0.05221428571,1492.25,-0.009888955769,1481.28,55.76422462,114.1,0.01634673025,20.79,54.75,32.75,72.85,49.99,49.59,-1,173.6,3.9,6.52,92.9827,4855.3,1099.7,106.8,6.13,1507,237.86,14145.312,-393.867,-33333
silver,2000-09-07,-0.01,5.03,5.03,4.95,4.982,5130.0,5.010428571,4.9472,61.64705882,0.01415949052,0.2934584342,-1.061098548,-0.895166103,-0.00899196787,-0.002582697373,-0.001387925275,0.1210737107,0.1057003665,0,0,0.31,0.6677419355,0.045,0.08,0.05507142857,1502.51,0.006851994912,1482.949667,53.16929134,113.78,-0.002808497546,19.42,39.91,26.53,44.25,49.68,48.48,-1,173.6,3.9,6.52,92.9827,4855.3,1099.7,106.8,6.13,1507,237.86,14145.312,-393.867,-33333
silver,2000-09-08,-0.035,4.98,4.995,4.96,4.972,6260.0,5.014,4.9461,64.37346437,0.01286382391,0.2961134918,-0.822210068,-0.2007226014,-0.002009243192,-0.00899196787,-0.002582697373,0.0567707217,0.1060675131,0,0,0.31,0.635483871,0.01,0.035,0.05435714286,1494.5,-0.005345340237,1484.445667,51.32053962,114.36,0.005084608132,18.46,36.84,31.48,35.01,48.46,47.74,-1,173.6,3.9,6.52,92.9827,4855.3,1099.7,106.8,6.13,1507,237.86,14145.312,-393.867,-33333
silver,2000-09-11,0.025,4.97,4.97,4.93,4.937,6440.0,5.007142857,4.944,58.04195804,0.008910081427,0.2958562951,-0.7775533297,-0.7039420756,-0.007064314372,-0.002009243192,-0.00899196787,0.05399397119,0.1084087454,0,0,0.31,0.5225806452,0.035,0.04,0.05628571429,1489.26,-0.003512350448,1486.758,45.02627993,115.39,0.008966327752,18.4,59.75,52.94,66.24,48.88,48.53,-1,173.6,3.9,6.52,92.9827,4855.3,1099.7,106.8,6.13,1507,237.86,14145.312,-393.867,-33333
silver,2000-09-12,-0.015,4.94,4.985,4.925,4.962,4890.0,4.995285714,4.941466667,63.13364055,0.007705182539,0.296493472,-1.044902731,0.506380393,0.005051025993,-0.007064314372,-0.002009243192,0.08633957944,0.1061369003,0,0,0.31,0.6032258065,0.025,0.06,0.05821428571,1481.99,-0.004893573081,1488.463333,42.573164,115.23,-0.001387564181,18.59,69.61,37.85,84.19,51.26,49.7,1,173.6,3.9,6.52,92.9827,4855.3,1099.7,106.8,6.13,1507,237.86,14145.312,-393.867,-33333
silver,2000-09-13,0.003,4.955,4.97,4.925,4.947,4620.0,4.981,4.938766667,68.6716792,0.005476783895,0.2930562008,-1.009175735,-0.3022974607,-0.003027553024,0.005051025993,-0.007064314372,0.08622303406,0.1049175065,0,0,0.31,0.5548387097,0.015,0.045,0.05607142857,1484.91,0.001968385145,1490.023667,39.84962406,115.55,0.002773205694,18.32,60.9,15.84,88.07,52.14,50.33,-1,173.6,3.9,6.52,92.9827,4855.3,1099.7,106.8,6.13,1507,237.86,14145.312,-393.867,-33333
silver,2000-09-14,-0.02,4.945,4.98,4.94,4.95,4890.0,4.968142857,4.936333333,63.23529412,0.003907790268,0.2876672786,-0.9189530388,0.06064281383,0.000606244335,-0.003027553024,0.005051025993,0.07129556482,0.1045694285,0,0,0.31,0.564516129,0.003,0.04,0.0525,1480.87,-0.002724411453,1491.429333,36.98786039,115.09,-0.00398890574,18.26,53.63,10.18,80.7,54.1,49.89,1,173.6,3.9,6.52,92.9827,4855.3,1099.7,106.8,6.13,1507,237.86,14145.312,-393.867,-33333
silver,2000-09-15,0.008,4.96,4.96,4.905,4.93,4360.0,4.954285714,4.933833333,55.38461538,0.00103854694,0.2829751709,-0.9575724869,-0.404040404,-0.004048588526,0.000606244335,-0.003027553024,0.07401215511,0.1058783791,0,0,0.31,0.5,0.02,0.055,0.05142857143,1465.81,-0.01022176221,1491.871,32.87255563,116.09,0.00865132137,18.52,60.37,36.63,74.21,57.46,49.99,-1,173.6,3.9,6.52,92.9827,4855.3,1099.7,106.8,6.13,1507,237.86,14145.312,-393.867,-33333
silver,2000-09-18,0.007,4.93,4.965,4.93,4.938,1960.0,4.948,4.933666667,50.51194539,-0.00058309438,0.2710984284,-1.36675207,0.1622718053,0.001621402868,-0.004048588526,0.000606244335,0.05835813561,0.1033284961,0,0,0.31,0.5258064516,0.008,0.035,0.05071428571,1444.51,-0.01463782699,1491.257,23.7037037,116.0,-0.0007755612436,20.25,95.46,63.45,116.42,67.3,54.02,1,173.6,3.9,6.52,92.9827,4855.3,1099.7,106.8,6.13,1507,237.86,14145.312,-393.867,-33333
